Date,Title,Link,Id
22 Nov 2017,Technical Notice – Options Selection Method and Formula Changes of the HSI Volatility Index,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20171122T000000.pdf,0ec3bbb40d
10 Nov 2017,Index Review Results for Thematic Indexes,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20171110T000000.xls,d925c9c04b
07 Nov 2017,Technical Notice – Index Treatment For Conditional Spin-off By Wharf Holdings,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20171107T000000.pdf,0003866ce7
02 Nov 2017,Hang Seng Stock Connect China AH Smart Index and Hang Seng China Enterprises Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20171102T000001.pdf,d764bfada5
02 Nov 2017,Hang Seng CSI Shanghai-Hong Kong AH Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20171102T000000.pdf,1a67c02452
17 Oct 2017,Constituent Changes in Hang Seng Family of Indexes,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20171017T000000.pdf,67046009f6
13 Oct 2017,Hang Seng Indexes Announces Next Index Review Date,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20171013T000000.pdf,a4ff421f0f
12 Oct 2017,Hang Seng Stock Connect China AH Smart Index and Hang Seng China Enterprises Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20171012T000002.pdf,b00cb18e62
12 Oct 2017,Hang Seng CSI Shanghai-Hong Kong AH Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20171012T000001.pdf,80d26c9ae7
12 Oct 2017,Constituent Changes in Hang Seng Family of Indexes,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20171012T000000.pdf,c84ff093f1
19 Sep 2017,Technical Notice —  Index Treatment For Conditional Further Distribution In Specie By Wharf Holdings,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170919T000000.pdf,035bc82df4
