Time,Title,Types,Number of reads,Comments,Author
04-21 14:03,营收持续高增长，净息差逆势扩大,研报,12741,3,平安银行资讯
04-21 13:56,平安银行一季度净利润同比增8.12%,资讯,5153,1,平安银行资讯
04-21 13:52,平安银行：口袋银行累计用户数1562万,资讯,6298,1,平安银行资讯
04-21 13:34,平安银行首季净利增8.12%,资讯,4445,3,平安银行资讯
04-21 10:42,增长亮丽，息差喜人,研报,23363,9,平安银行资讯
04-21 09:57,平安银行一季度净利下滑 专家:未来可能负增,资讯,13755,17,平安银行资讯
04-21 08:49,平安银行(000001)融资融券信息(04-20),资讯,3650,0,平安银行资讯
04-21 06:55,平安银行一季度净利增长8%,资讯,7298,3,平安银行资讯
04-21 04:03,平安银行首季净利增8% 葛卫东12个月减持1.4,资讯,28850,16,平安银行资讯
04-21 02:23,平安银行一季度净赚60.86亿 多项业务增速居,资讯,14730,5,平安银行资讯
04-20 18:15,平安银行一季度净利润60亿 多家公司发布一,资讯,21695,15,平安银行资讯
04-20 17:56,平安银行一季度净利润60.86亿 同比增8.12%,资讯,11696,3,平安银行资讯
04-20 17:25,平安银行一季度净利润60.86亿同比增长8.12%,资讯,22929,13,平安银行资讯
04-20 17:01,平安银行:独立董事独立意见,公告,14850,2,平安银行资讯
04-20 17:01,平安银行:2015年年度股东大会文件,公告,24789,2,平安银行资讯
04-20 17:01,平安银行:关于召开2015年年度股东大会的通知,公告,27839,4,平安银行资讯
04-20 17:01,平安银行:2016年第一季度报告全文,公告,35507,4,平安银行资讯
04-20 17:01,平安银行:2016年第一季度报告正文,公告,27113,14,平安银行资讯
04-20 17:01,平安银行:董事会决议公告,公告,26357,4,平安银行资讯
04-20 17:01,平安银行:监事会决议公告,公告,19289,0,平安银行资讯
04-20 14:52,银行不良贷款仍是重症 工农交理财余额排名前三,资讯,10402,1,平安银行资讯
04-20 08:48,平安银行(000001)融资融券信息(04-19),资讯,6099,2,平安银行资讯
04-19 21:00,平安银行:2016年3月10日投资者关系活动记录表,资讯,13768,0,平安银行资讯
04-19 21:00,平安银行:2016年3月17-18日投资者关系活动记录表,资讯,12485,0,平安银行资讯
04-19 18:24,华夏成长证券投资基金2016年第1季度报告,公告,2549,0,基金资讯
04-19 08:40,平安银行(000001)融资融券信息(04-18),资讯,5336,1,平安银行资讯
04-18 23:19,平安银行加速布局跨境金融,资讯,14403,6,平安银行资讯
04-18 08:55,平安银行(000001)融资融券信息(04-15),资讯,5742,1,平安银行资讯
04-15 08:41,平安银行(000001)融资融券信息(04-14),资讯,8198,3,平安银行资讯
04-14 08:41,平安银行(000001)融资融券信息(04-13),资讯,6214,3,平安银行资讯
04-14 01:18,能源“大佬”抢占供应链金融市场 协鑫系国鑫所与平安,资讯,7377,1,平安银行资讯
04-13 08:43,平安银行(000001)融资融券信息(04-12),资讯,6992,2,平安银行资讯
04-12 17:36,银行业转型阵痛后渐入“＋”境,资讯,11254,0,平安银行资讯
04-12 11:04,奥迪4S店零费率贷款购车引争议 年收6亿“手续费”,资讯,9838,0,平安银行资讯
04-12 08:50,平安银行(000001)融资融券信息(04-11),资讯,5800,3,平安银行资讯
04-11 19:19,平安银行:关于2016年二级资本债券发行完毕的公告,公告,35923,3,平安银行资讯
04-11 09:26,奥迪免息购车沦为噱头 两家金融贷款平台皆为自家人,资讯,10440,0,平安银行资讯
04-11 08:44,平安银行(000001)融资融券信息(04-08),资讯,6005,2,平安银行资讯
04-11 07:31,起底金融机构年薪：27位保险和券商高管超500万,资讯,15299,16,平安银行资讯
04-11 05:17,超级牛散“宝刀未老”：葛卫东吴鸣霄持股市值均超10亿,资讯,44896,22,平安银行资讯
04-11 02:16,起底金融机构高管薪酬：保险称雄 银行垫底,资讯,10819,3,平安银行资讯
04-11 02:10,平安银行布局四大自贸区 跨境业务全线推进,资讯,10769,7,平安银行资讯
04-09 22:55,非息收入成银行“新金矿” 平安银行近五成增长高居榜,资讯,22459,8,平安银行资讯
04-08 11:56,平安银行四大自贸区分行布局完成 跨境业务全线进阶,资讯,18468,4,平安银行资讯
04-08 08:43,平安银行(000001)融资融券信息(04-07),资讯,5867,3,平安银行资讯
04-08 05:03,郭新忠：银行理财介入产业并购需对接可承受波动长期资,资讯,5541,0,平安银行资讯
04-07 08:59,平安银行(000001)融资融券信息(04-06),资讯,6326,2,平安银行资讯
04-07 06:17,“下海”银行副行长的二手房产权交易保险模式,资讯,4368,0,平安银行资讯
04-06 15:45,中国银行业告别“暴利时代”？赚钱能力仍强劲,资讯,8158,1,平安银行资讯
04-06 08:41,平安银行(000001)融资融券信息(04-05),资讯,6220,1,平安银行资讯
04-05 15:28,上市银行高管“降薪榜”五大行遭腰斩,资讯,8186,0,平安银行资讯
04-05 08:42,平安银行(000001)融资融券信息(04-01),资讯,5260,0,平安银行资讯
04-05 06:17,江苏银行IPO关键期:抢推票据ABS疏导不良,资讯,10326,1,平安银行资讯
04-03 21:47,中方控股J,资讯,9807,4,平安银行资讯
04-01 15:09,平安银行：将持续优化网点布局,资讯,15230,4,平安银行资讯
04-01 14:22,五大行：净利“比惨”个人房贷增速喜人,资讯,10394,0,平安银行资讯
04-01 08:45,平安银行(000001)融资融券信息(03-31),资讯,5535,2,平安银行资讯
04-01 03:00,上市银行加大拨备计提成净利增速放缓重要原因,资讯,6973,0,平安银行资讯
03-31 08:40,平安银行(000001)融资融券信息(03-30),资讯,4921,0,平安银行资讯
03-31 02:38,中捷敲定 60亿欧元大单,资讯,12499,6,平安银行资讯
03-30 08:46,平安银行(000001)融资融券信息(03-29),资讯,6752,4,平安银行资讯
03-30 05:22,按揭8万买奥迪 4S店收上万手续费涉嫌垄断经营,资讯,9183,1,平安银行资讯
03-30 05:02,警惕风险暗藏 银行收紧沪深一线城市房贷,资讯,14316,9,平安银行资讯
03-30 03:03,首单票据收益权ABS花落江苏银行,资讯,4164,0,平安银行资讯
03-29 14:04,平安银行北分与新智元智库启动人工智能产业基金,资讯,17504,13,平安银行资讯
03-29 10:54,赎楼贷成部分中介最暴利产品：利率超18% 收益仅为6%,资讯,6648,0,平安银行资讯
03-29 09:38,华夏成长证券投资基金2015年年度报告,公告,1665,0,基金资讯
03-29 08:43,平安银行(000001)融资融券信息(03-28),资讯,5364,3,平安银行资讯
03-29 01:19,赎楼贷成部分中介“最暴利产品”,资讯,9459,1,平安银行资讯
03-28 22:44,首单票据ABS被江苏银行抢跑了 平安银行是如何被截胡的,资讯,7309,0,平安银行资讯
03-28 19:54,华夏成长证券投资基金2015年年度报告摘要,公告,1568,0,基金资讯
03-28 14:15,全国首单电票类应收账款资产证券化项目破冰,资讯,4018,0,平安银行资讯
03-28 08:41,平安银行(000001)融资融券信息(03-25),资讯,4588,0,平安银行资讯
03-28 03:15,平安银行升级 小额免密免签,资讯,8725,1,平安银行资讯
03-25 08:42,平安银行(000001)融资融券信息(03-24),资讯,9653,4,平安银行资讯
03-24 08:42,平安银行(000001)融资融券信息(03-23),资讯,7721,7,平安银行资讯
03-24 03:39,银行拨备覆盖率适度下调有利改善经营状况,资讯,9695,2,平安银行资讯
03-23 15:53,平安银行:国泰君安证券股份有限公司、平安证券有限责,公告,35846,2,平安银行资讯
03-23 15:53,平安银行:关于签署募集资金专户存储监管协议的公告,公告,25132,3,平安银行资讯
03-23 15:53,平安银行:非公开发行优先股转让公告书,公告,39288,5,平安银行资讯
03-23 15:53,平安银行:国泰君安证券股份有限公司、平安证券有限责,公告,22260,1,平安银行资讯
03-23 15:53,平安银行:非公开发行的优先股申请于深圳证券交易所转,公告,33845,2,平安银行资讯
03-23 08:40,平安银行(000001)融资融券信息(03-22),资讯,8016,3,平安银行资讯
03-22 08:41,平安银行(000001)融资融券信息(03-21),资讯,8220,5,平安银行资讯
03-21 09:40,平安银行(000001)融资融券信息(03-18),资讯,7070,2,平安银行资讯
03-20 03:05,银行隐匿不良冲动减弱 阳光化处置再加码,资讯,10932,5,平安银行资讯
03-18 08:41,平安银行(000001)融资融券信息(03-17),资讯,6836,3,平安银行资讯
03-18 03:07,首份银行年报出炉 平安银行2015年利润两位数增长,资讯,16136,7,平安银行资讯
03-18 00:27,中收占比稳增 平安银行净利润同比增10.42%,资讯,12418,5,平安银行资讯
03-17 17:48,深度报告：平安式扩张,研报,79562,19,平安银行资讯
03-17 10:31,银行板块跌近1% 个股全线飘绿,资讯,9738,7,平安银行资讯
03-17 08:41,平安银行(000001)融资融券信息(03-16),资讯,5222,1,平安银行资讯
03-17 06:12,首份银行年报出炉 平安银行2015年利润保持,资讯,17108,6,平安银行资讯
03-16 15:32,年报数据揭秘险资新动向：新进19股 加仓24股,资讯,32875,4,平安银行资讯
03-16 11:18,2015年 平安一切平安——中国平安年报点评,资讯,18866,4,平安银行资讯
03-16 08:45,平安银行(000001)融资融券信息(03-15),资讯,6406,5,平安银行资讯
03-16 02:45,平安银行天津银行净息差逆市提升,资讯,12959,3,平安银行资讯
03-15 08:44,平安银行(000001)融资融券信息(03-14),资讯,6049,2,平安银行资讯
03-15 03:27,首份银行年报出炉 平安银行2015年净利润保持两位数增,资讯,11252,1,平安银行资讯
03-15 02:17,平安银行2015年净利润同比增长10.42%,资讯,11437,2,平安银行资讯
03-14 19:31,平安银行:2015年非公开发行优先股信用评级报告,公告,36719,7,平安银行资讯
03-14 19:31,平安银行:非公开发行优先股募集资金实收情况验资报告,公告,28566,2,平安银行资讯
03-14 19:29,平安银行:非公开发行优先股募集说明书,公告,25454,4,平安银行资讯
03-14 19:29,平安银行:非公开发行优先股认购资金到账情况验资报告,公告,25590,1,平安银行资讯
03-14 19:29,平安银行:非公开发行优先股发行情况报告书,公告,21687,1,平安银行资讯
03-14 19:29,平安银行:非公开发行优先股募集说明书概览,公告,21389,3,平安银行资讯
03-14 19:29,平安银行:本次优先股发行中的承诺及履行情况公告,公告,20217,1,平安银行资讯
03-14 19:28,平安银行:公司章程(2016年3月),公告,19188,2,平安银行资讯
03-14 19:28,平安银行:联席保荐机构及联席主承销商关于公司非公开,公告,23434,2,平安银行资讯
03-14 19:28,平安银行:非公开发行优先股发行过程和认购对象合规性,公告,26818,4,平安银行资讯
03-14 16:30,平安银行邵平：未来三年要深化事业部改革和推进分行转,资讯,12707,8,平安银行资讯
03-14 08:39,平安银行(000001)融资融券信息(03-11),资讯,5375,3,平安银行资讯
03-14 08:30,加大核销力度、息差持续提升、中收保持高增,研报,49581,3,平安银行资讯
03-14 01:54,平安银行行长邵平：逆周期经营靠智慧,资讯,9947,2,平安银行资讯
03-13 10:31,息差持续改善，平台创新活跃,研报,12215,1,平安银行资讯
03-12 03:13,银行股集体护盘 黄金股表现活跃,资讯,13242,0,平安银行资讯
03-11 23:51,葛卫东又减持外资搏得欢 平安银行闹哪样？,资讯,22970,7,平安银行资讯
03-11 15:19,上市银行首份年报 平安银行不良贷款余额增,资讯,18397,15,平安银行资讯
03-11 14:51,多银行暂停P2P充值接口,资讯,10431,0,平安银行资讯
03-11 13:18,年报点评：创新转型持续，收入盈利高位放缓,研报,36271,6,平安银行资讯
03-11 09:26,首份银行年报出炉,资讯,11287,6,平安银行资讯
03-11 08:46,平安银行(000001)融资融券信息(03-10),资讯,6657,5,平安银行资讯
03-11 08:31,出色的拨备前利润被高拨备费用抵消,研报,36608,11,平安银行资讯
03-11 06:35,平安银行：持续推进公司业务投行化,资讯,9349,5,平安银行资讯
03-11 06:33,上市银行业绩披露拉开序幕 城商行业绩或抢,资讯,11244,0,平安银行资讯
03-11 05:46,平安银行净利增速10.4% 行长邵平详解“三年,资讯,17303,7,平安银行资讯
03-11 00:00,战略性聚焦零售银行业务,研报,4566,1,平安银行资讯
03-10 20:15,业绩符合预期：较高的拨备抵消了净息差/拨,研报,30349,4,平安银行资讯
03-10 15:52,首份银行年报出炉 平安银行2015年净利润保,资讯,7260,1,平安银行资讯
03-10 14:53,年报点评：收入强劲，拨备加大,研报,39017,12,平安银行资讯
03-10 13:45,周五机构一致最看好的10金股,资讯,26325,2,平安银行资讯
03-10 13:35,首份银行年报出炉 平安银行2015年净利润保,资讯,9346,3,平安银行资讯
03-10 13:11,量能不济 沪指震荡走低跌1.12%,资讯,3007,0,平安银行资讯
03-10 11:30,年报点评报告：经营战略成效明显，不良未见,研报,27316,4,平安银行资讯
03-10 11:24,2015年报点评：净息差逆市上扬，资产风险仍,研报,23341,0,平安银行资讯
03-10 10:59,平安银行去年不良贷款余额增近七成,资讯,17932,15,平安银行资讯
03-10 10:56,息差逆势而上，资产质量瑕不掩瑜,研报,28343,6,平安银行资讯
03-10 10:31,平安银行2015年净利220亿,资讯,7818,2,平安银行资讯
03-10 09:07,2015年报点评：营收增长强势，拨备力度加大,研报,33480,5,平安银行资讯
03-10 08:41,平安银行(000001)融资融券信息(03-09),资讯,4484,0,平安银行资讯
03-10 07:56,3月10日上市公司重要公告一览,资讯,25632,19,平安银行资讯
03-10 05:33,平安银行去年净利219亿增10%,资讯,10881,5,平安银行资讯
03-10 05:07,600万门槛“平安”私行客户资产配置调研报告：新旧领,资讯,4840,0,平安银行资讯
03-10 03:29,银行业首份年报亮相 平安银行2015年净利218.65亿增逾,资讯,13670,6,平安银行资讯
03-10 03:17,首份上市银行年报出炉 平安银行净利同比增逾一成,资讯,6740,1,平安银行资讯
03-10 02:31,平安银行去年净利增逾一成,资讯,6996,2,平安银行资讯
03-10 01:13,平安抢得上市银行年报头啖汤 净利润保持两位数增长,资讯,16468,3,平安银行资讯
03-09 19:50,银行业首份年报亮相 平安银行2015年净利218.65亿增逾,资讯,42569,51,平安银行资讯
03-09 19:01,平安银行:2015年年度审计报告,公告,38063,1,平安银行资讯
03-09 19:00,平安银行:独立董事提名人声明,公告,20126,0,平安银行资讯
03-09 19:00,平安银行:2015年年度报告,公告,69461,27,平安银行资讯
03-09 19:00,平安银行:2015年度控股股东及其他关联方占用资金情况,公告,21947,0,平安银行资讯
03-09 19:00,平安银行:2015年度内部控制自我评价报告,公告,25669,0,平安银行资讯
03-09 19:00,平安银行:2015年度企业社会责任报告,公告,17321,0,平安银行资讯
