Date,Price,Open,High,Low,Vol.,Change %
27-May-16,"3,062.50","3,059.73","3,073.76","3,052.18",60.47K,-0.06%
26-May-16,"3,064.21","3,056.60","3,072.52","3,027.44",60.39K,0.16%
25-May-16,"3,059.23","3,079.75","3,089.10","3,054.87",56.65K,-0.14%
24-May-16,"3,063.56","3,083.24","3,083.26","3,052.59",58.73K,-0.77%
23-May-16,"3,087.22","3,078.51","3,098.48","3,076.50",59.70K,0.29%
20-May-16,"3,078.22","3,047.78","3,078.53","3,041.52",56.08K,0.51%
19-May-16,"3,062.50","3,060.34","3,086.98","3,058.14",60.44K,-0.18%
18-May-16,"3,068.04","3,071.53","3,072.61","3,039.46",82.72K,-0.58%
17-May-16,"3,086.02","3,095.52","3,105.20","3,073.46",65.28K,-0.30%
16-May-16,"3,095.31","3,064.53","3,095.56","3,053.66",59.46K,0.66%
13-May-16,"3,074.94","3,081.68","3,103.10","3,064.69",62.63K,-0.49%
12-May-16,"3,090.14","3,059.38","3,095.35","3,035.02",78.77K,0.24%
11-May-16,"3,082.81","3,080.64","3,102.88","3,063.09",81.79K,0.45%
10-May-16,"3,069.11","3,055.21","3,084.72","3,055.18",68.85K,0.11%
9-May-16,"3,065.62","3,115.43","3,115.43","3,055.01",99.23K,-2.07%
6-May-16,"3,130.35","3,213.14","3,216.89","3,130.15",108.68K,-2.60%
5-May-16,"3,213.92","3,204.17","3,217.28","3,196.57",74.73K,0.14%
4-May-16,"3,209.46","3,203.47","3,222.88","3,198.29",90.86K,-0.13%
3-May-16,"3,213.54","3,159.82","3,218.49","3,151.40",98.17K,1.80%
29-Apr-16,"3,156.75","3,153.54","3,171.29","3,149.40",58.03K,-0.12%
28-Apr-16,"3,160.58","3,169.33","3,174.77","3,135.64",69.87K,-0.17%
27-Apr-16,"3,165.92","3,181.93","3,188.83","3,162.69",60.00K,-0.42%
26-Apr-16,"3,179.16","3,159.77","3,181.10","3,150.40",59.02K,0.54%
25-Apr-16,"3,162.03","3,164.74","3,172.27","3,137.11",67.52K,-0.41%
22-Apr-16,"3,174.90","3,142.56","3,175.38","3,137.99",77.08K,0.45%
21-Apr-16,"3,160.60","3,160.80","3,198.56","3,150.94",104.75K,-0.64%
20-Apr-16,"3,181.03","3,244.14","3,248.42","3,107.37",162.21K,-1.77%
19-Apr-16,"3,238.30","3,243.97","3,250.73","3,221.58",80.87K,0.31%
18-Apr-16,"3,228.45","3,252.67","3,252.67","3,221.66",97.09K,-1.34%
15-Apr-16,"3,272.21","3,279.86","3,282.98","3,261.73",99.81K,-0.11%
14-Apr-16,"3,275.83","3,277.10","3,286.07","3,252.05",113.16K,0.44%
13-Apr-16,"3,261.38","3,237.86","3,296.52","3,237.86",195.61K,1.33%
12-Apr-16,"3,218.45","3,227.37","3,232.26","3,198.90",92.87K,-0.36%
11-Apr-16,"3,230.10","3,213.51","3,251.57","3,213.51",125.21K,1.39%
8-Apr-16,"3,185.73","3,189.85","3,197.77","3,163.30",101.01K,-0.73%
7-Apr-16,"3,209.29","3,266.29","3,270.82","3,208.64",112.41K,-1.48%
6-Apr-16,"3,257.53","3,250.52","3,267.64","3,236.20",120.20K,-0.21%
5-Apr-16,"3,264.49","3,211.30","3,271.93","3,205.21",146.05K,1.32%
1-Apr-16,"3,221.89","3,213.67","3,222.61","3,165.86",118.12K,0.12%
31-Mar-16,"3,218.09","3,229.20","3,241.93","3,208.66",121.55K,0.06%
30-Mar-16,"3,216.28","3,161.29","3,216.68","3,161.29",117.80K,2.58%
29-Mar-16,"3,135.41","3,171.31","3,178.07","3,122.76",97.30K,-1.08%
28-Mar-16,"3,169.73","3,206.95","3,229.62","3,161.88",103.44K,-0.88%
25-Mar-16,"3,197.82","3,176.81","3,204.44","3,174.32",97.40K,0.50%
24-Mar-16,"3,181.85","3,211.50","3,221.91","3,181.81",133.13K,-1.68%
23-Mar-16,"3,236.09","3,217.73","3,242.25","3,202.98",125.68K,0.32%
22-Mar-16,"3,225.79","3,231.61","3,249.68","3,218.73",161.02K,-0.73%
21-Mar-16,"3,249.44","3,203.29","3,267.78","3,198.36",233.27K,2.44%
18-Mar-16,"3,171.96","3,136.22","3,197.67","3,130.10",197.30K,1.53%
17-Mar-16,"3,124.20","3,096.81","3,147.84","3,077.57",121.66K,1.11%
16-Mar-16,"3,090.03","3,068.87","3,100.35","3,064.52",124.74K,0.50%
15-Mar-16,"3,074.78","3,061.34","3,077.08","3,028.58",98.31K,0.30%
14-Mar-16,"3,065.69","3,039.57","3,106.80","3,034.00",117.11K,1.57%
11-Mar-16,"3,018.28","2,990.21","3,026.44","2,982.17",73.33K,0.17%
10-Mar-16,"3,013.15","3,056.21","3,074.16","3,012.69",76.07K,-1.91%
9-Mar-16,"3,071.91","3,045.92","3,072.92","3,020.13",111.47K,-1.15%
8-Mar-16,"3,107.67","3,100.15","3,109.25","3,001.83",136.24K,0.09%
7-Mar-16,"3,104.84","3,109.00","3,130.90","3,083.58",132.46K,0.35%
4-Mar-16,"3,093.89","3,047.54","3,101.66","3,032.42",219.17K,1.16%
3-Mar-16,"3,058.42","3,050.39","3,078.44","3,040.25",173.11K,0.23%
2-Mar-16,"3,051.33","2,933.92","3,054.72","2,933.12",175.97K,4.12%
1-Mar-16,"2,930.69","2,881.34","2,950.44","2,863.32",116.05K,1.85%
29-Feb-16,"2,877.47","2,939.58","2,939.87","2,821.21",129.34K,-2.39%
26-Feb-16,"2,948.03","2,942.10","2,964.39","2,902.95",106.95K,1.00%
25-Feb-16,"2,918.75","3,104.41","3,104.44","2,905.46",157.83K,-6.14%
24-Feb-16,"3,109.55","3,077.61","3,109.55","3,055.25",111.78K,0.65%
23-Feb-16,"3,089.36","3,117.20","3,119.22","3,061.43",112.57K,-0.95%
22-Feb-16,"3,118.87","3,083.93","3,128.21","3,071.33",140.95K,2.20%
19-Feb-16,"3,051.59","3,047.94","3,065.97","3,032.63",87.34K,-0.07%
18-Feb-16,"3,053.70","3,079.53","3,093.51","3,049.84",124.40K,-0.31%
17-Feb-16,"3,063.32","3,034.09","3,065.78","3,027.05",128.29K,0.87%
16-Feb-16,"3,037.04","2,962.19","3,042.09","2,962.19",112.58K,3.07%
15-Feb-16,"2,946.71","2,888.43","2,961.49","2,886.02",72.92K,-0.58%
5-Feb-16,"2,963.79","2,982.06","2,988.36","2,962.85",76.85K,-0.70%
4-Feb-16,"2,984.76","2,960.33","2,999.21","2,960.21",91.78K,1.22%
3-Feb-16,"2,948.64","2,931.29","2,954.71","2,909.90",77.39K,-0.43%
2-Feb-16,"2,961.33","2,901.53","2,972.43","2,901.51",88.60K,2.08%
1-Feb-16,"2,901.05","2,939.04","2,944.52","2,869.56",86.80K,-1.53%
29-Jan-16,"2,946.09","2,855.60","2,965.31","2,854.37",113.30K,3.24%
28-Jan-16,"2,853.76","2,909.33","2,941.89","2,841.84",99.22K,-2.61%
27-Jan-16,"2,930.35","2,953.18","2,963.54","2,839.29",132.23K,-0.35%
26-Jan-16,"2,940.51","3,099.60","3,106.53","2,934.65",126.93K,-6.02%
25-Jan-16,"3,128.89","3,129.03","3,149.33","3,105.10",81.54K,0.50%
22-Jan-16,"3,113.46","3,114.89","3,132.17","3,053.96",89.95K,1.04%
21-Jan-16,"3,081.35","3,136.38","3,202.54","3,081.35",111.19K,-2.93%
20-Jan-16,"3,174.38","3,204.22","3,225.95","3,154.43",130.65K,-1.51%
19-Jan-16,"3,223.13","3,132.70","3,227.91","3,119.22",127.65K,2.95%
18-Jan-16,"3,130.73","3,068.23","3,165.62","3,066.73",101.13K,0.38%
15-Jan-16,"3,118.73","3,200.89","3,216.80","3,101.05",124.60K,-3.19%
14-Jan-16,"3,221.57","3,076.64","3,226.66","3,072.04",134.54K,2.08%
13-Jan-16,"3,155.88","3,240.48","3,257.30","3,155.88",120.67K,-1.86%
12-Jan-16,"3,215.71","3,214.82","3,242.25","3,174.55",128.23K,0.73%
11-Jan-16,"3,192.45","3,303.12","3,342.48","3,192.45",174.64K,-5.03%
8-Jan-16,"3,361.56","3,371.87","3,418.85","3,237.93",185.96K,2.04%
7-Jan-16,"3,294.38","3,481.15","3,481.15","3,284.74",44.10K,-6.93%
6-Jan-16,"3,539.81","3,482.41","3,543.74","3,468.47",145.97K,1.75%
5-Jan-16,"3,478.78","3,382.18","3,518.22","3,377.28",162.12K,0.28%
4-Jan-16,"3,469.07","3,725.86","3,726.24","3,468.95",115.37K,-7.02%
31-Dec-15,"3,731.00","3,760.90","3,772.62","3,727.32",101.87K,-0.91%
30-Dec-15,"3,765.18","3,762.91","3,765.66","3,726.28",105.63K,0.09%
29-Dec-15,"3,761.87","3,723.05","3,762.05","3,710.48",101.89K,0.92%
28-Dec-15,"3,727.63","3,847.53","3,853.39","3,727.63",153.99K,-2.88%
25-Dec-15,"3,838.20","3,832.08","3,848.02","3,813.20",119.62K,0.23%
24-Dec-15,"3,829.40","3,858.13","3,867.68","3,787.08",147.18K,-0.96%
23-Dec-15,"3,866.38","3,877.87","3,926.69","3,862.96",207.02K,-0.27%
22-Dec-15,"3,876.73","3,872.10","3,880.47","3,841.59",180.30K,0.28%
21-Dec-15,"3,865.96","3,762.10","3,877.82","3,759.99",217.44K,2.60%
18-Dec-15,"3,767.91","3,754.96","3,810.22","3,750.93",173.47K,0.32%
17-Dec-15,"3,755.89","3,712.78","3,768.84","3,709.85",177.92K,1.91%
16-Dec-15,"3,685.44","3,703.95","3,713.09","3,677.45",111.34K,-0.24%
15-Dec-15,"3,694.39","3,707.73","3,717.36","3,679.23",126.48K,-0.46%
14-Dec-15,"3,711.32","3,573.88","3,712.50","3,571.00",151.77K,2.86%
11-Dec-15,"3,608.06","3,605.37","3,630.74","3,578.15",110.32K,-0.41%
10-Dec-15,"3,623.08","3,634.37","3,678.32","3,615.99",120.22K,-0.35%
9-Dec-15,"3,635.94","3,613.42","3,655.16","3,611.49",113.33K,0.36%
8-Dec-15,"3,623.02","3,668.84","3,668.84","3,619.44",125.78K,-1.75%
7-Dec-15,"3,687.61","3,681.58","3,699.34","3,658.58",113.88K,0.27%
4-Dec-15,"3,677.59","3,719.73","3,726.12","3,667.29",151.20K,-1.91%
3-Dec-15,"3,749.30","3,709.55","3,758.45","3,693.14",197.76K,0.73%
2-Dec-15,"3,721.95","3,587.76","3,725.85","3,573.40",213.54K,3.63%
1-Dec-15,"3,591.70","3,562.32","3,617.31","3,536.12",136.54K,0.71%
30-Nov-15,"3,566.41","3,554.89","3,587.97","3,455.07",173.20K,0.26%
27-Nov-15,"3,556.99","3,739.10","3,742.74","3,534.39",208.94K,-5.38%
26-Nov-15,"3,759.43","3,795.25","3,805.84","3,756.82",173.53K,-0.59%
25-Nov-15,"3,781.61","3,747.76","3,781.86","3,735.72",151.95K,0.74%
24-Nov-15,"3,753.89","3,745.76","3,754.17","3,702.74",143.38K,0.01%
23-Nov-15,"3,753.34","3,774.44","3,802.85","3,743.41",175.63K,-0.56%
20-Nov-15,"3,774.38","3,778.88","3,793.54","3,757.03",186.95K,-0.02%
19-Nov-15,"3,774.97","3,725.62","3,775.23","3,714.67",154.63K,1.60%
18-Nov-15,"3,715.58","3,760.46","3,771.85","3,706.31",185.69K,-1.14%
17-Nov-15,"3,758.39","3,790.43","3,852.77","3,750.16",248.53K,-0.15%
16-Nov-15,"3,764.13","3,682.73","3,764.41","3,680.07",161.69K,0.48%
13-Nov-15,"3,746.24","3,756.20","3,793.71","3,727.58",203.49K,-1.29%
12-Nov-15,"3,795.32","3,841.74","3,843.90","3,771.27",217.54K,-1.00%
11-Nov-15,"3,833.65","3,828.45","3,843.11","3,781.41",232.23K,0.01%
10-Nov-15,"3,833.24","3,806.67","3,876.49","3,798.82",286.52K,-0.19%
9-Nov-15,"3,840.35","3,796.38","3,891.77","3,796.38",356.81K,1.24%
6-Nov-15,"3,793.37","3,698.34","3,801.70","3,694.66",298.75K,2.36%
5-Nov-15,"3,705.97","3,630.78","3,781.41","3,627.30",398.05K,2.13%
4-Nov-15,"3,628.54","3,477.16","3,628.54","3,477.16",205.42K,4.70%
3-Nov-15,"3,465.49","3,484.72","3,501.70","3,452.62",101.40K,-0.30%
2-Nov-15,"3,475.96","3,489.23","3,543.45","3,474.71",130.00K,-1.64%
30-Oct-15,"3,534.08","3,530.22","3,574.47","3,497.57",139.14K,0.02%
29-Oct-15,"3,533.31","3,539.98","3,561.81","3,507.97",127.01K,0.24%
28-Oct-15,"3,524.92","3,575.80","3,598.17","3,517.21",170.98K,-1.89%
27-Oct-15,"3,592.88","3,569.45","3,601.05","3,486.10",192.06K,0.10%
26-Oct-15,"3,589.26","3,614.70","3,620.76","3,561.19",204.25K,0.50%
23-Oct-15,"3,571.24","3,536.84","3,581.84","3,515.82",198.29K,1.33%
22-Oct-15,"3,524.53","3,453.20","3,530.77","3,442.31",184.31K,1.48%
21-Oct-15,"3,473.25","3,580.84","3,601.24","3,417.41",282.08K,-2.92%
20-Oct-15,"3,577.70","3,527.88","3,577.80","3,510.44",179.03K,1.23%
19-Oct-15,"3,534.18","3,548.95","3,572.99","3,502.50",207.61K,0.00%
16-Oct-15,"3,534.07","3,508.52","3,537.54","3,487.10",208.97K,1.36%
15-Oct-15,"3,486.82","3,403.39","3,486.82","3,402.32",171.16K,2.37%
14-Oct-15,"3,406.11","3,431.14","3,458.70","3,403.23",152.17K,-1.13%
13-Oct-15,"3,445.04","3,422.48","3,452.05","3,413.97",145.43K,-0.08%
12-Oct-15,"3,447.69","3,351.14","3,486.63","3,347.25",221.40K,3.22%
9-Oct-15,"3,340.12","3,302.36","3,352.38","3,293.97",124.35K,1.32%
8-Oct-15,"3,296.48","3,324.98","3,337.33","3,294.60",132.08K,2.92%
30-Sep-15,"3,202.95","3,195.90","3,223.91","3,186.77",78.56K,0.76%
29-Sep-15,"3,178.85","3,197.22","3,208.42","3,159.04",87.15K,-1.97%
28-Sep-15,"3,242.75","3,226.61","3,246.55","3,186.51",74.22K,0.33%
25-Sep-15,"3,231.95","3,272.66","3,290.86","3,201.91",121.42K,-1.61%
24-Sep-15,"3,285.00","3,278.90","3,300.86","3,255.90",102.01K,0.67%
23-Sep-15,"3,263.03","3,290.07","3,315.94","3,253.33",123.17K,-2.28%
22-Sep-15,"3,339.03","3,312.37","3,371.41","3,303.18",146.22K,0.93%
21-Sep-15,"3,308.25","3,222.60","3,312.55","3,211.93",122.79K,1.75%
18-Sep-15,"3,251.27","3,254.44","3,280.88","3,227.83",106.90K,0.44%
17-Sep-15,"3,237.00","3,287.66","3,354.91","3,237.00",169.40K,-2.18%
16-Sep-15,"3,309.25","3,149.16","3,345.92","3,131.37",159.71K,4.98%
15-Sep-15,"3,152.23","3,208.74","3,240.08","3,131.98",143.56K,-3.93%
14-Sep-15,"3,281.13","3,367.64","3,373.92","3,187.57",205.46K,-1.97%
11-Sep-15,"3,347.19","3,349.88","3,383.13","3,315.48",108.55K,-0.31%
10-Sep-15,"3,357.56","3,349.28","3,398.32","3,337.31",144.88K,-1.23%
9-Sep-15,"3,399.31","3,344.82","3,426.65","3,330.29",220.47K,1.96%
8-Sep-15,"3,334.02","3,221.79","3,340.22","3,170.81",154.60K,2.57%
7-Sep-15,"3,250.49","3,347.29","3,422.22","3,240.24",204.22K,-3.43%
2-Sep-15,"3,365.83","3,220.85","3,387.02","3,213.64",347.79K,0.11%
1-Sep-15,"3,362.08","3,296.53","3,370.50","3,190.58",352.46K,-0.13%
31-Aug-15,"3,366.54","3,307.40","3,368.28","3,205.54",280.25K,0.73%
28-Aug-15,"3,342.29","3,246.24","3,353.24","3,223.62",299.50K,4.26%
27-Aug-15,"3,205.64","3,092.81","3,206.72","3,028.40",267.30K,5.95%
26-Aug-15,"3,025.69","3,062.57","3,192.93","2,952.01",308.27K,-0.57%
25-Aug-15,"3,042.93","3,070.01","3,200.11","3,019.56",276.08K,-7.10%
24-Aug-15,"3,275.53","3,454.60","3,468.15","3,266.55",255.44K,-8.75%
21-Aug-15,"3,589.54","3,714.29","3,757.78","3,578.17",217.99K,-4.57%
20-Aug-15,"3,761.45","3,848.40","3,880.82","3,761.45",212.17K,-3.21%
19-Aug-15,"3,886.14","3,748.27","3,898.74","3,668.19",269.05K,1.59%
18-Aug-15,"3,825.41","4,084.31","4,103.05","3,816.55",319.88K,-6.19%
17-Aug-15,"4,077.87","4,058.11","4,081.77","4,009.99",256.94K,0.11%
14-Aug-15,"4,073.54","4,097.92","4,113.16","4,056.73",253.39K,-0.05%
13-Aug-15,"4,075.46","4,010.01","4,075.70","3,967.82",242.84K,1.48%
12-Aug-15,"4,016.13","4,025.67","4,078.03","4,015.35",255.15K,-1.24%
11-Aug-15,"4,066.67","4,083.59","4,110.13","4,042.00",322.03K,-0.43%
10-Aug-15,"4,084.36","3,947.47","4,101.73","3,932.84",306.78K,4.54%
7-Aug-15,"3,906.94","3,866.43","3,926.65","3,857.91",183.35K,1.96%
6-Aug-15,"3,831.85","3,802.93","3,888.69","3,793.24",147.28K,-0.91%
5-Aug-15,"3,866.90","3,937.62","3,962.28","3,858.66",200.48K,-2.06%
4-Aug-15,"3,948.16","3,827.37","3,948.45","3,801.03",220.24K,3.11%
3-Aug-15,"3,829.24","3,766.07","3,829.24","3,742.58",245.81K,0.33%
31-Jul-15,"3,816.70","3,777.15","3,863.62","3,757.99",222.38K,0.03%
30-Jul-15,"3,815.41","3,915.78","3,968.53","3,802.88",271.55K,-2.93%
29-Jul-15,"3,930.38","3,839.96","3,934.00","3,769.19",276.97K,3.13%
28-Jul-15,"3,811.09","3,690.97","3,883.45","3,627.42",383.53K,-0.20%
27-Jul-15,"3,818.73","4,097.80","4,156.31","3,817.17",365.06K,-8.56%
24-Jul-15,"4,176.28","4,255.20","4,299.65","4,154.62",392.05K,-1.75%
23-Jul-15,"4,250.81","4,158.93","4,262.06","4,148.82",354.47K,2.25%
22-Jul-15,"4,157.16","4,148.56","4,187.43","4,094.71",318.95K,-0.21%
21-Jul-15,"4,166.01","4,109.76","4,201.48","4,081.70",318.38K,0.13%
20-Jul-15,"4,160.61","4,157.06","4,221.69","4,106.39",352.67K,0.22%
17-Jul-15,"4,151.50","4,023.76","4,190.19","4,000.23",331.11K,3.86%
16-Jul-15,"3,997.36","3,949.64","4,067.02","3,856.32",330.53K,0.77%
15-Jul-15,"3,966.76","4,068.88","4,114.24","3,899.51",421.96K,-3.54%
14-Jul-15,"4,112.15","4,178.63","4,258.51","4,062.50",454.42K,-2.37%
13-Jul-15,"4,211.81","4,132.23","4,278.16","4,072.43",502.09K,2.56%
10-Jul-15,"4,106.56","3,916.27","4,179.11","3,887.55",500.70K,5.36%
9-Jul-15,"3,897.63","3,621.68","3,930.26","3,537.83",503.87K,6.40%
8-Jul-15,"3,663.04","3,651.06","3,762.62","3,612.25",581.47K,-6.75%
7-Jul-15,"3,928.00","3,877.85","3,960.64","3,743.62",679.39K,-1.76%
6-Jul-15,"3,998.54","4,218.27","4,218.27","3,832.47",648.10K,2.90%
3-Jul-15,"3,885.92","4,017.20","4,164.63","3,785.90",429.30K,-5.41%
2-Jul-15,"4,108.00","4,287.73","4,312.19","4,000.06",457.06K,-3.41%
1-Jul-15,"4,253.02","4,408.98","4,526.13","4,235.70",431.72K,-4.92%
30-Jun-15,"4,473.00","4,161.07","4,475.77","4,016.01",527.05K,6.71%
29-Jun-15,"4,191.55","4,446.84","4,451.17","4,000.93",525.66K,-3.34%
26-Jun-15,"4,336.19","4,573.87","4,650.19","4,278.68",446.64K,-7.87%
25-Jun-15,"4,706.52","4,906.24","4,919.26","4,667.22",446.14K,-3.56%
24-Jun-15,"4,880.13","4,811.59","4,883.73","4,744.31",434.64K,1.96%
23-Jun-15,"4,786.09","4,641.42","4,786.95","4,455.33",365.09K,3.21%
19-Jun-15,"4,637.05","4,847.06","4,910.45","4,634.69",358.11K,-5.95%
18-Jun-15,"4,930.55","5,107.69","5,121.22","4,926.43",364.40K,-4.05%
17-Jun-15,"5,138.83","5,072.31","5,158.37","4,949.29",397.12K,1.46%
16-Jun-15,"5,064.82","5,165.02","5,204.30","5,015.26",411.68K,-2.99%
15-Jun-15,"5,221.17","5,354.01","5,362.45","5,207.31",475.75K,-2.14%
12-Jun-15,"5,335.12","5,329.28","5,351.65","5,283.09",430.13K,0.54%
11-Jun-15,"5,306.59","5,305.14","5,329.30","5,248.16",392.34K,-0.05%
10-Jun-15,"5,309.11","5,254.30","5,374.83","5,209.68",442.17K,-0.16%
9-Jun-15,"5,317.46","5,379.47","5,380.43","5,251.21",570.43K,-0.68%
8-Jun-15,"5,353.75","5,259.41","5,370.61","5,202.59",637.31K,2.36%
5-Jun-15,"5,230.55","5,254.90","5,288.34","5,104.18",545.96K,0.95%
4-Jun-15,"5,181.42","5,156.01","5,194.23","4,863.47",482.77K,0.74%
3-Jun-15,"5,143.59","5,176.60","5,186.97","5,059.49",414.26K,-0.35%
2-Jun-15,"5,161.87","5,091.27","5,162.56","5,047.08",412.97K,1.69%
1-Jun-15,"5,076.18","4,862.76","5,079.32","4,835.77",417.50K,4.86%
29-May-15,"4,840.83","4,839.53","4,924.30","4,665.52",427.88K,0.14%
28-May-15,"4,834.01","5,174.10","5,213.18","4,831.33",571.83K,-6.71%
27-May-15,"5,181.43","5,216.17","5,226.84","5,126.86",470.80K,-0.34%
26-May-15,"5,198.92","5,140.80","5,199.30","5,063.15",487.95K,1.95%
25-May-15,"5,099.49","4,949.11","5,099.84","4,949.11",465.74K,2.99%
22-May-15,"4,951.34","4,895.93","4,951.99","4,870.60",455.85K,2.28%
21-May-15,"4,840.98","4,768.69","4,841.61","4,746.03",305.06K,1.81%
20-May-15,"4,754.92","4,751.57","4,843.10","4,745.21",363.18K,0.50%
19-May-15,"4,731.22","4,577.64","4,740.01","4,577.64",314.79K,3.41%
18-May-15,"4,575.14","4,582.06","4,623.38","4,565.06",269.18K,-0.92%
15-May-15,"4,617.47","4,690.76","4,690.76","4,592.05",328.43K,-1.77%
14-May-15,"4,700.78","4,717.95","4,735.28","4,670.17",337.73K,-0.37%
13-May-15,"4,718.44","4,746.71","4,758.00","4,678.85",370.73K,-0.61%
12-May-15,"4,747.42","4,692.12","4,748.00","4,660.02",377.05K,1.21%
11-May-15,"4,690.53","4,582.09","4,690.95","4,535.15",373.84K,2.90%
8-May-15,"4,558.40","4,515.55","4,559.06","4,445.59",302.41K,1.98%
7-May-15,"4,470.09","4,520.82","4,546.34","4,467.46",297.76K,-1.83%
6-May-15,"4,553.33","4,626.23","4,700.91","4,511.76",376.07K,-0.95%
5-May-15,"4,596.84","4,785.19","4,785.19","4,572.98",460.42K,-3.99%
4-May-15,"4,787.74","4,757.64","4,795.91","4,699.40",377.84K,0.80%
30-Apr-15,"4,749.89","4,788.41","4,818.73","4,749.48",399.73K,-0.51%
29-Apr-15,"4,774.33","4,722.90","4,797.93","4,695.79",395.06K,0.68%
28-Apr-15,"4,741.86","4,811.32","4,839.08","4,703.57",608.64K,-1.37%
27-Apr-15,"4,807.59","4,753.87","4,810.48","4,735.31",513.08K,2.23%
24-Apr-15,"4,702.64","4,682.63","4,730.43","4,618.32",480.15K,-0.81%
23-Apr-15,"4,740.89","4,764.48","4,782.04","4,693.97",497.43K,0.02%
22-Apr-15,"4,739.81","4,637.06","4,740.93","4,632.59",516.21K,2.61%
21-Apr-15,"4,619.16","4,520.46","4,620.06","4,504.56",490.32K,2.15%
20-Apr-15,"4,521.92","4,615.03","4,671.17","4,492.60",686.44K,-1.61%
17-Apr-15,"4,596.14","4,578.68","4,630.27","4,553.90",552.80K,1.83%
16-Apr-15,"4,513.55","4,355.49","4,513.77","4,335.63",422.60K,3.04%
15-Apr-15,"4,380.51","4,439.31","4,476.00","4,379.61",472.15K,-1.30%
14-Apr-15,"4,438.18","4,432.13","4,474.35","4,385.91",434.43K,0.39%
13-Apr-15,"4,421.07","4,394.05","4,432.02","4,361.59",434.15K,1.76%
10-Apr-15,"4,344.42","4,249.38","4,351.69","4,231.20",348.19K,1.93%
9-Apr-15,"4,262.14","4,316.96","4,332.17","4,212.61",439.70K,-0.78%
8-Apr-15,"4,295.80","4,277.45","4,304.78","4,204.83",458.68K,0.84%
7-Apr-15,"4,260.04","4,213.89","4,260.47","4,197.02",415.36K,2.15%
3-Apr-15,"4,170.54","4,104.67","4,170.56","4,092.38",321.30K,1.11%
2-Apr-15,"4,124.78","4,149.95","4,156.84","4,068.65",339.07K,0.02%
1-Apr-15,"4,123.90","4,057.50","4,139.50","4,046.94",329.51K,1.79%
31-Mar-15,"4,051.20","4,138.89","4,166.02","4,037.77",436.07K,-0.90%
30-Mar-15,"4,088.18","3,999.02","4,101.65","3,999.02",428.30K,2.93%
27-Mar-15,"3,971.70","3,957.54","3,993.03","3,932.87",298.76K,0.55%
26-Mar-15,"3,950.00","3,921.74","3,992.00","3,892.88",346.76K,0.24%
25-Mar-15,"3,940.41","3,961.58","3,980.72","3,913.99",379.97K,-0.82%
24-Mar-15,"3,973.05","3,980.07","3,989.86","3,883.78",468.58K,0.02%
23-Mar-15,"3,972.06","3,923.08","3,972.30","3,922.21",391.12K,2.04%
20-Mar-15,"3,892.57","3,852.49","3,916.86","3,832.42",401.82K,1.38%
19-Mar-15,"3,839.74","3,851.25","3,859.13","3,809.71",391.55K,-0.16%
18-Mar-15,"3,846.05","3,769.09","3,846.05","3,763.85",415.19K,2.37%
17-Mar-15,"3,757.12","3,733.96","3,762.57","3,716.81",371.63K,1.39%
16-Mar-15,"3,705.67","3,641.77","3,705.74","3,621.12",275.44K,2.43%
13-Mar-15,"3,617.66","3,604.67","3,641.39","3,594.74",246.87K,0.69%
12-Mar-15,"3,592.84","3,557.69","3,603.34","3,536.53",265.67K,1.93%
11-Mar-15,"3,524.65","3,524.57","3,568.92","3,512.22",188.95K,0.11%
10-Mar-15,"3,520.61","3,523.64","3,551.20","3,511.99",194.27K,-0.48%
9-Mar-15,"3,537.75","3,449.70","3,546.70","3,417.49",233.94K,1.70%
6-Mar-15,"3,478.52","3,501.18","3,516.24","3,472.39",181.52K,-0.51%
5-Mar-15,"3,496.34","3,513.25","3,517.08","3,467.68",217.51K,-0.98%
4-Mar-15,"3,530.82","3,514.67","3,540.91","3,497.17",199.66K,0.65%
3-Mar-15,"3,507.90","3,579.32","3,579.32","3,504.20",261.87K,-2.59%
2-Mar-15,"3,601.26","3,603.45","3,608.69","3,566.53",248.18K,0.80%
27-Feb-15,"3,572.84","3,565.23","3,594.81","3,560.45",222.79K,0.18%
26-Feb-15,"3,566.30","3,473.71","3,569.33","3,456.87",229.33K,2.52%
25-Feb-15,"3,478.73","3,529.55","3,529.55","3,463.95",165.54K,-1.24%
17-Feb-15,"3,522.32","3,511.54","3,536.82","3,511.09",165.33K,0.65%
16-Feb-15,"3,499.48","3,473.29","3,504.47","3,466.61",165.64K,0.85%
13-Feb-15,"3,469.83","3,458.83","3,509.51","3,452.08",201.09K,0.78%
12-Feb-15,"3,442.87","3,435.36","3,453.58","3,405.63",156.08K,0.25%
11-Feb-15,"3,434.12","3,415.98","3,445.66","3,412.14",144.61K,0.80%
10-Feb-15,"3,406.94","3,345.08","3,407.18","3,339.55",159.31K,1.82%
9-Feb-15,"3,345.92","3,305.73","3,376.53","3,298.60",172.35K,1.01%
6-Feb-15,"3,312.42","3,352.33","3,374.05","3,285.93",192.66K,-1.62%
5-Feb-15,"3,366.95","3,487.95","3,487.95","3,366.86",250.43K,-1.02%
4-Feb-15,"3,401.77","3,446.14","3,476.82","3,399.57",191.30K,-1.04%
3-Feb-15,"3,437.45","3,388.60","3,441.71","3,360.72",192.85K,2.49%
2-Feb-15,"3,353.96","3,360.19","3,407.26","3,347.09",195.18K,-2.34%
30-Jan-15,"3,434.39","3,496.89","3,514.22","3,431.94",196.48K,-1.36%
